"full_name","census_tract","poverty","bachelors","associates","car","diff_countyHouse","diff_countyRent","diff_stateHouse","diff_stateRent","health_ins","house_val","population","self_income","museums","score"
"Census Tract 8006.02, Monmouth County, New Jersey","8006.02",112,451,257,3295,11,0,0,10,3295,350900,3295,78,NA,NA
"Census Tract 8007.01, Monmouth County, New Jersey","8007.01",89,1082,336,5081,45,0,7,0,5081,365100,5081,104,NA,NA
"Census Tract 8007.02, Monmouth County, New Jersey","8007.02",153,751,218,3724,17,9,41,0,3724,428500,3724,77,NA,NA
"Census Tract 8008, Monmouth County, New Jersey","8008",359,1307,259,6269,0,14,13,178,6269,361500,6269,284,NA,NA
"Census Tract 8009, Monmouth County, New Jersey","8009",296,1773,288,5618,0,0,43,0,5549,533700,5618,372,NA,NA
"Census Tract 8010, Monmouth County, New Jersey","8010",169,979,239,4227,57,31,24,0,4200,452600,4227,177,NA,NA
"Census Tract 8011, Monmouth County, New Jersey","8011",174,1066,151,4202,61,0,0,0,4202,595600,4202,198,NA,NA
"Census Tract 8012, Monmouth County, New Jersey","8012",84,790,222,3692,29,0,170,0,3692,619300,3692,124,NA,NA
"Census Tract 8013, Monmouth County, New Jersey","8013",252,1455,395,5881,92,14,50,28,5881,365800,5881,183,NA,NA
"Census Tract 8014, Monmouth County, New Jersey","8014",150,919,222,4032,0,0,70,9,4032,429400,4032,199,NA,NA
"Census Tract 8015, Monmouth County, New Jersey","8015",180,1166,192,6348,82,15,196,0,6319,531800,6348,243,NA,NA
"Census Tract 8016, Monmouth County, New Jersey","8016",1193,557,259,5558,206,21,0,87,5558,195600,5558,303,NA,NA
"Census Tract 8017, Monmouth County, New Jersey","8017",1228,391,65,4230,11,38,13,19,4110,167500,4230,79,NA,NA
"Census Tract 8018, Monmouth County, New Jersey","8018",612,615,294,5549,43,0,34,0,5549,263100,5549,185,NA,NA
"Census Tract 8019, Monmouth County, New Jersey","8019",243,451,148,3270,40,170,0,14,3270,248600,3270,81,NA,NA
"Census Tract 8020, Monmouth County, New Jersey","8020",656,398,208,3800,10,70,28,94,3800,267100,3800,84,NA,NA
"Census Tract 8021, Monmouth County, New Jersey","8021",190,844,309,6233,36,0,27,0,6233,324100,6233,198,NA,NA
"Census Tract 8022, Monmouth County, New Jersey","8022",95,500,304,3768,0,0,78,0,3768,259200,3768,134,NA,NA
"Census Tract 8023, Monmouth County, New Jersey","8023",289,695,286,4499,54,0,103,56,4351,320300,4499,83,NA,NA
"Census Tract 8024, Monmouth County, New Jersey","8024",376,1099,361,5408,23,0,70,13,5408,349800,5408,110,NA,NA
"Census Tract 8025, Monmouth County, New Jersey","8025",164,347,228,3015,154,18,5,0,3015,255800,3015,108,NA,NA
"Census Tract 8026, Monmouth County, New Jersey","8026",357,778,258,4573,49,164,53,72,4573,267800,4573,119,NA,NA
"Census Tract 8027, Monmouth County, New Jersey","8027",40,683,407,4048,72,95,10,135,4048,353400,4048,240,NA,NA
"Census Tract 8028, Monmouth County, New Jersey","8028",314,1032,266,4693,44,76,54,0,4693,341800,4693,178,NA,NA
"Census Tract 8029, Monmouth County, New Jersey","8029",110,431,97,1988,24,0,8,0,1981,357100,1988,43,NA,NA
"Census Tract 8030, Monmouth County, New Jersey","8030",467,1154,372,5446,84,134,121,16,5355,344900,5446,146,NA,NA
"Census Tract 8031, Monmouth County, New Jersey","8031",125,635,208,3380,44,46,153,0,3380,333300,3380,38,NA,NA
"Census Tract 8032.01, Monmouth County, New Jersey","8032.01",202,850,150,3967,20,8,39,29,3792,422700,3967,249,NA,NA
"Census Tract 8032.02, Monmouth County, New Jersey","8032.02",296,1401,276,6159,81,20,36,0,5979,699600,6159,273,NA,NA
"Census Tract 8033, Monmouth County, New Jersey","8033",185,1661,250,6456,69,0,242,0,6375,775000,6456,403,NA,NA
"Census Tract 8034, Monmouth County, New Jersey","8034",1216,189,243,5060,0,92,31,45,4962,274600,5060,148,NA,NA
"Census Tract 8035, Monmouth County, New Jersey","8035",172,608,183,2553,82,59,0,8,2553,443500,2553,141,NA,NA
"Census Tract 8036, Monmouth County, New Jersey","8036",294,1172,223,4507,53,57,0,94,4480,405300,4507,268,NA,NA
"Census Tract 8037, Monmouth County, New Jersey","8037",221,1559,169,5943,107,10,121,0,5943,708100,5943,355,NA,NA
"Census Tract 8038, Monmouth County, New Jersey","8038",57,775,76,3147,68,33,126,0,3147,1572800,3147,121,NA,NA
"Census Tract 8039, Monmouth County, New Jersey","8039",139,902,149,3658,8,7,21,0,3658,902700,3658,168,NA,NA
"Census Tract 8041, Monmouth County, New Jersey","8041",85,974,121,3221,21,81,49,6,3221,734400,3221,175,NA,NA
"Census Tract 8042, Monmouth County, New Jersey","8042",80,1533,231,5864,53,28,15,0,5864,595100,5864,316,NA,NA
"Census Tract 8045, Monmouth County, New Jersey","8045",239,1090,266,5101,114,0,43,0,5101,417500,5101,215,NA,NA
"Census Tract 8046, Monmouth County, New Jersey","8046",61,562,159,2706,0,13,49,0,2706,543600,2706,135,NA,NA
"Census Tract 8047, Monmouth County, New Jersey","8047",0,5,0,19,0,0,0,0,13,NA,19,0,NA,NA
"Census Tract 8048, Monmouth County, New Jersey","8048",846,2135,511,9905,0,154,26,87,9737,293900,9905,260,NA,NA
"Census Tract 8050.01, Monmouth County, New Jersey","8050.01",486,626,341,4682,0,194,11,108,4682,284600,4682,159,NA,NA
"Census Tract 8051, Monmouth County, New Jersey","8051",447,675,221,4344,45,25,28,20,4194,401600,4344,187,NA,NA
"Census Tract 8053, Monmouth County, New Jersey","8053",392,1426,288,5616,0,0,0,0,5599,452300,5616,359,NA,NA
"Census Tract 8054, Monmouth County, New Jersey","8054",918,1041,133,4751,10,103,23,11,4751,377800,4751,387,NA,NA
"Census Tract 8055, Monmouth County, New Jersey","8055",606,369,229,4045,18,139,12,32,4045,284600,4045,202,NA,NA
"Census Tract 8056, Monmouth County, New Jersey","8056",673,125,50,2452,0,11,0,0,2452,317300,2452,46,NA,NA
"Census Tract 8057, Monmouth County, New Jersey","8057",612,221,131,3099,5,12,35,0,3099,285100,3099,180,NA,NA
"Census Tract 8058, Monmouth County, New Jersey","8058",1002,326,118,3790,0,50,10,59,3782,369700,3790,207,NA,NA
"Census Tract 8059, Monmouth County, New Jersey","8059",929,480,251,5490,18,36,8,10,5417,318900,5490,198,NA,NA
"Census Tract 8060, Monmouth County, New Jersey","8060",388,617,142,3820,0,115,0,137,3820,537200,3820,175,NA,NA
"Census Tract 8061, Monmouth County, New Jersey","8061",655,458,69,3164,15,89,0,58,3164,442200,3164,159,NA,NA
"Census Tract 8062.01, Monmouth County, New Jersey","8062.01",194,356,67,3491,4,0,0,0,3491,475600,3491,144,NA,NA
"Census Tract 8062.02, Monmouth County, New Jersey","8062.02",226,680,225,4426,43,61,0,43,4426,395500,4426,205,NA,NA
"Census Tract 8063, Monmouth County, New Jersey","8063",176,511,126,2339,0,0,0,0,2339,552300,2339,123,NA,NA
"Census Tract 8064, Monmouth County, New Jersey","8064",88,809,261,4789,0,0,20,0,4789,378600,4789,242,NA,NA
"Census Tract 8065.01, Monmouth County, New Jersey","8065.01",783,593,268,4104,0,82,38,69,4104,428200,4104,218,NA,NA
"Census Tract 8065.02, Monmouth County, New Jersey","8065.02",468,722,173,3398,45,106,0,0,3398,354500,3398,182,NA,NA
"Census Tract 8065.03, Monmouth County, New Jersey","8065.03",136,943,170,3994,96,0,24,0,3994,486300,3994,182,NA,NA
"Census Tract 8065.04, Monmouth County, New Jersey","8065.04",134,466,201,2796,0,11,0,0,2776,489100,2796,63,NA,NA
"Census Tract 8066, Monmouth County, New Jersey","8066",381,1105,247,5401,51,0,0,0,5401,369200,5401,268,NA,NA
"Census Tract 8070.03, Monmouth County, New Jersey","8070.03",1378,480,78,4374,25,199,28,32,4374,468300,4374,300,NA,NA
"Census Tract 8070.04, Monmouth County, New Jersey","8070.04",448,597,132,2876,31,108,23,34,2876,333300,2876,189,NA,NA
"Census Tract 8071, Monmouth County, New Jersey","8071",492,493,71,2574,41,94,20,0,2574,377600,2574,60,NA,NA
"Census Tract 8072, Monmouth County, New Jersey","8072",1174,43,33,2280,13,50,6,7,2280,226100,2280,71,NA,NA
"Census Tract 8073, Monmouth County, New Jersey","8073",983,122,49,3570,0,84,0,51,3570,183300,3570,50,NA,NA
"Census Tract 8074, Monmouth County, New Jersey","8074",206,797,174,3133,64,202,13,32,3033,471700,3133,257,NA,NA
"Census Tract 8075, Monmouth County, New Jersey","8075",312,349,91,2923,25,0,0,0,2923,260900,2923,56,NA,NA
"Census Tract 8076, Monmouth County, New Jersey","8076",811,167,309,2946,0,0,0,0,2946,215600,2946,69,NA,NA
"Census Tract 8077, Monmouth County, New Jersey","8077",813,426,109,4304,29,107,0,186,4136,236800,4304,165,NA,NA
"Census Tract 8078, Monmouth County, New Jersey","8078",209,601,396,4273,28,0,55,0,4273,265500,4273,146,NA,NA
"Census Tract 8079, Monmouth County, New Jersey","8079",270,662,375,3629,32,41,0,10,3514,323900,3629,117,NA,NA
"Census Tract 8080.01, Monmouth County, New Jersey","8080.01",242,863,295,4191,43,0,0,0,4191,364500,4191,148,NA,NA
"Census Tract 8080.02, Monmouth County, New Jersey","8080.02",69,530,85,2192,21,13,5,12,2192,288100,2192,55,NA,NA
"Census Tract 8081, Monmouth County, New Jersey","8081",762,603,381,4702,93,11,17,23,4628,280200,4702,115,NA,NA
"Census Tract 8082, Monmouth County, New Jersey","8082",485,980,238,4223,181,204,0,68,4223,507600,4223,202,NA,NA
"Census Tract 8083, Monmouth County, New Jersey","8083",104,473,125,1761,41,40,26,0,1761,867400,1761,70,NA,NA
"Census Tract 8084.01, Monmouth County, New Jersey","8084.01",197,783,79,2190,41,52,26,28,2190,785900,2190,26,NA,NA
"Census Tract 8084.02, Monmouth County, New Jersey","8084.02",472,727,110,3457,29,118,0,14,3457,519800,3457,126,NA,NA
"Census Tract 8085, Monmouth County, New Jersey","8085",276,1395,257,6261,234,17,90,0,6261,377700,6261,332,NA,NA
"Census Tract 8086, Monmouth County, New Jersey","8086",638,998,305,6118,0,91,50,0,6010,479600,6118,395,NA,NA
"Census Tract 8087.01, Monmouth County, New Jersey","8087.01",216,1131,252,4881,43,19,76,9,4803,610800,4881,284,NA,NA
"Census Tract 8087.02, Monmouth County, New Jersey","8087.02",85,982,178,4144,29,8,24,0,3974,603800,4144,132,NA,NA
"Census Tract 8088, Monmouth County, New Jersey","8088",141,1133,213,4432,43,0,27,9,4432,472800,4432,247,NA,NA
"Census Tract 8089, Monmouth County, New Jersey","8089",199,1319,263,4595,13,71,137,0,4595,476400,4595,111,NA,NA
"Census Tract 8090, Monmouth County, New Jersey","8090",183,426,79,1671,14,24,12,13,1671,432900,1671,60,NA,NA
"Census Tract 8091, Monmouth County, New Jersey","8091",174,850,100,2945,132,0,37,0,2945,1588700,2945,109,NA,NA
"Census Tract 8092, Monmouth County, New Jersey","8092",59,552,79,1732,47,11,77,0,1732,1592300,1732,119,NA,NA
"Census Tract 8093.01, Monmouth County, New Jersey","8093.01",54,683,136,3139,10,42,54,78,3139,586400,3139,242,NA,NA
"Census Tract 8093.02, Monmouth County, New Jersey","8093.02",142,706,133,2661,77,36,65,69,2661,762100,2661,113,NA,NA
"Census Tract 8094, Monmouth County, New Jersey","8094",82,1311,177,4709,12,39,38,0,4709,630100,4709,252,NA,NA
"Census Tract 8095.01, Monmouth County, New Jersey","8095.01",213,1449,235,8557,99,230,239,0,8531,602300,8557,180,NA,NA
"Census Tract 8095.02, Monmouth County, New Jersey","8095.02",54,1914,515,8421,48,289,17,0,8411,527800,8421,290,NA,NA
"Census Tract 8096, Monmouth County, New Jersey","8096",83,1521,350,7336,96,0,34,0,7336,487600,7336,217,NA,NA
"Census Tract 8097.01, Monmouth County, New Jersey","8097.01",130,1188,219,5509,73,0,16,34,5509,582800,5509,312,NA,NA
"Census Tract 8097.03, Monmouth County, New Jersey","8097.03",88,995,200,4320,56,0,152,12,4320,467400,4320,151,NA,NA
"Census Tract 8097.04, Monmouth County, New Jersey","8097.04",161,1410,236,5990,112,0,268,0,5990,574700,5990,223,NA,NA
"Census Tract 8099.01, Monmouth County, New Jersey","8099.01",299,1136,204,4976,152,0,65,32,4976,761500,4976,300,NA,NA
"Census Tract 8099.02, Monmouth County, New Jersey","8099.02",226,885,253,4698,22,9,100,0,4698,765700,4698,285,NA,NA
"Census Tract 8099.03, Monmouth County, New Jersey","8099.03",0,16,5,274,0,22,0,25,178,NA,274,0,NA,NA
"Census Tract 81, Essex County, New Jersey","81",1355,164,193,3669,0,42,0,141,3669,211000,3669,36,NA,NA
"Census Tract 81.01, Middlesex County, New Jersey","81.01",247,517,266,4434,81,53,9,0,4434,255900,4434,159,NA,NA
"Census Tract 81.02, Middlesex County, New Jersey","81.02",308,566,240,3859,19,0,0,0,3859,336900,3859,121,NA,NA
"Census Tract 81.03, Middlesex County, New Jersey","81.03",86,310,208,2283,30,48,0,33,2283,250700,2283,61,NA,NA
"Census Tract 8100.01, Monmouth County, New Jersey","8100.01",159,1112,259,5783,39,0,14,0,5783,543000,5783,242,NA,NA
"Census Tract 8100.02, Monmouth County, New Jersey","8100.02",274,468,253,3536,79,81,0,0,3536,179600,3536,127,NA,NA
"Census Tract 8100.03, Monmouth County, New Jersey","8100.03",160,1124,262,5190,21,7,10,0,5069,430500,5190,211,NA,NA
"Census Tract 8100.04, Monmouth County, New Jersey","8100.04",77,810,274,4094,0,0,120,0,4094,481900,4094,140,NA,NA
"Census Tract 8101.01, Monmouth County, New Jersey","8101.01",194,937,252,4272,42,7,13,8,4272,458900,4272,98,NA,NA
"Census Tract 8101.02, Monmouth County, New Jersey","8101.02",19,900,141,4170,27,20,55,7,4170,435600,4170,330,NA,NA
"Census Tract 8102, Monmouth County, New Jersey","8102",273,2839,437,12808,38,56,20,0,12808,500400,12808,760,NA,NA
"Census Tract 8103, Monmouth County, New Jersey","8103",175,323,204,2078,6,38,0,0,2035,3e+05,2078,38,NA,NA
"Census Tract 8104.01, Monmouth County, New Jersey","8104.01",238,794,161,4419,0,0,30,0,3724,464200,4419,149,NA,NA
"Census Tract 8104.02, Monmouth County, New Jersey","8104.02",329,1470,393,8054,260,160,124,0,7908,465600,8054,395,NA,NA
"Census Tract 8105.01, Monmouth County, New Jersey","8105.01",386,905,282,4495,0,112,10,51,4495,316500,4495,136,NA,NA
"Census Tract 8105.02, Monmouth County, New Jersey","8105.02",277,1642,442,8043,92,72,33,0,8043,463900,8043,255,NA,NA
"Census Tract 8105.03, Monmouth County, New Jersey","8105.03",154,786,229,3871,44,88,31,0,3744,248300,3871,69,NA,NA
"Census Tract 8106, Monmouth County, New Jersey","8106",413,921,371,6234,116,0,14,14,6234,422400,6234,295,NA,NA
"Census Tract 8107, Monmouth County, New Jersey","8107",112,286,122,1820,6,0,18,22,1807,338000,1820,83,NA,NA
"Census Tract 8108, Monmouth County, New Jersey","8108",803,183,118,3510,31,207,14,0,3510,248400,3510,78,NA,NA
"Census Tract 8109, Monmouth County, New Jersey","8109",353,310,161,2908,7,6,27,0,2908,312800,2908,94,NA,NA
"Census Tract 8110, Monmouth County, New Jersey","8110",629,283,218,3617,10,0,25,27,3617,256000,3617,46,NA,NA
"Census Tract 8111.01, Monmouth County, New Jersey","8111.01",323,980,277,5633,192,48,56,18,5633,231700,5633,206,NA,NA
"Census Tract 8111.02, Monmouth County, New Jersey","8111.02",601,1190,401,6685,108,0,31,0,6629,508900,6685,204,NA,NA
"Census Tract 8112, Monmouth County, New Jersey","8112",246,1011,329,6014,67,0,0,0,5990,341300,6014,224,NA,NA
"Census Tract 8113.01, Monmouth County, New Jersey","8113.01",520,1193,399,6286,35,109,67,0,6286,251200,6286,302,NA,NA
"Census Tract 8113.03, Monmouth County, New Jersey","8113.03",192,708,300,4256,51,0,25,0,4256,316900,4256,105,NA,NA
"Census Tract 8113.04, Monmouth County, New Jersey","8113.04",88,636,194,3134,13,0,35,0,3134,345100,3134,105,NA,NA
"Census Tract 8114.01, Monmouth County, New Jersey","8114.01",52,1199,412,6040,174,0,37,0,6040,349700,6040,105,NA,NA
"Census Tract 8114.02, Monmouth County, New Jersey","8114.02",190,714,321,4073,10,14,10,23,4063,314200,4073,103,NA,NA
"Census Tract 8115.01, Monmouth County, New Jersey","8115.01",104,1181,348,6241,117,0,79,0,6241,338300,6241,217,NA,NA
"Census Tract 8115.02, Monmouth County, New Jersey","8115.02",294,644,276,3596,25,0,33,0,3584,362500,3596,157,NA,NA
"Census Tract 8116, Monmouth County, New Jersey","8116",218,179,63,1398,14,22,0,21,1398,292400,1398,51,NA,NA
"Census Tract 8119, Monmouth County, New Jersey","8119",214,1361,352,6906,261,27,17,0,6894,494800,6906,314,NA,NA
"Census Tract 8120, Monmouth County, New Jersey","8120",33,332,150,1903,89,34,3,3,1903,316200,1903,45,NA,NA
"Census Tract 8121, Monmouth County, New Jersey","8121",136,419,45,1394,0,13,10,10,1378,491400,1394,73,NA,NA
"Census Tract 8122, Monmouth County, New Jersey","8122",231,580,140,3319,0,0,0,10,3319,305400,3319,151,NA,NA
"Census Tract 8123, Monmouth County, New Jersey","8123",237,1304,288,5142,62,3,8,8,5013,516200,5142,293,NA,NA
"Census Tract 8124, Monmouth County, New Jersey","8124",131,429,85,1951,3,5,6,6,1951,802300,1951,130,NA,NA
"Census Tract 8125.01, Monmouth County, New Jersey","8125.01",304,1439,300,5995,207,0,90,45,5995,606100,5995,244,NA,NA
"Census Tract 8125.02, Monmouth County, New Jersey","8125.02",225,993,320,5271,173,10,44,7,5271,552600,5271,303,NA,NA
"Census Tract 82, Essex County, New Jersey","82",879,98,30,2160,12,10,11,0,2154,211400,2160,26,NA,NA
"Census Tract 82.02, Middlesex County, New Jersey","82.02",460,2796,554,14134,216,0,141,24,13880,525300,14134,666,NA,NA
"Census Tract 82.04, Middlesex County, New Jersey","82.04",188,1026,226,4456,15,79,30,0,4456,193600,4456,125,NA,NA
"Census Tract 82.05, Middlesex County, New Jersey","82.05",132,866,116,3377,0,0,17,15,3377,179800,3377,73,NA,NA
"Census Tract 82.06, Middlesex County, New Jersey","82.06",264,461,238,3618,77,19,14,31,3558,111000,3618,150,NA,NA
"Census Tract 82.07, Middlesex County, New Jersey","82.07",162,695,198,2662,54,0,34,16,2662,285400,2662,71,NA,NA
"Census Tract 82.08, Middlesex County, New Jersey","82.08",512,2450,418,12054,0,0,106,29,12054,561400,12054,285,NA,NA
"Census Tract 82.09, Middlesex County, New Jersey","82.09",156,538,208,3527,33,8,18,0,3527,355800,3527,91,NA,NA
"Census Tract 83, Middlesex County, New Jersey","83",533,941,581,5947,87,29,0,0,5947,267900,5947,310,NA,NA
"Census Tract 84.03, Middlesex County, New Jersey","84.03",723,2219,274,7546,18,400,29,146,7546,488500,7546,132,NA,NA
"Census Tract 84.04, Middlesex County, New Jersey","84.04",285,919,161,3995,94,68,52,0,3995,354600,3995,245,NA,NA
"Census Tract 84.05, Middlesex County, New Jersey","84.05",103,1058,278,4882,128,0,26,0,4882,508200,4882,208,NA,NA
"Census Tract 84.06, Middlesex County, New Jersey","84.06",66,646,107,2176,6,56,22,0,2176,434800,2176,50,NA,NA
"Census Tract 85.01, Middlesex County, New Jersey","85.01",208,1911,156,5810,0,167,76,95,5810,310700,5810,135,NA,NA
"Census Tract 85.02, Middlesex County, New Jersey","85.02",76,1171,235,5111,21,0,14,0,5111,515200,5111,248,NA,NA
"Census Tract 85.03, Middlesex County, New Jersey","85.03",174,2381,324,8974,0,49,0,0,8974,370000,8974,186,NA,NA
"Census Tract 85.04, Middlesex County, New Jersey","85.04",362,1847,347,6761,78,97,34,53,6699,439300,6761,215,NA,NA
"Census Tract 86.01, Middlesex County, New Jersey","86.01",109,1194,168,5170,135,88,25,43,5024,526700,5170,206,NA,NA
"Census Tract 86.02, Middlesex County, New Jersey","86.02",145,1301,84,5250,0,379,8,560,5250,607100,5250,86,NA,NA
"Census Tract 86.04, Middlesex County, New Jersey","86.04",181,1303,128,5950,0,118,0,109,5950,410000,5950,162,NA,NA
"Census Tract 86.05, Middlesex County, New Jersey","86.05",107,725,71,2596,20,51,23,126,2570,402400,2596,28,NA,NA
"Census Tract 86.06, Middlesex County, New Jersey","86.06",478,965,82,4154,0,180,21,482,4154,325000,4154,45,NA,NA
"Census Tract 87, Essex County, New Jersey","87",872,464,182,3399,0,0,0,17,3399,286400,3399,104,NA,NA
"Census Tract 87, Middlesex County, New Jersey","87",29,851,115,3821,62,0,81,42,3747,701100,3821,202,NA,NA
"Census Tract 88, Essex County, New Jersey","88",613,93,55,1886,0,7,0,13,1886,197600,1886,22,NA,NA
"Census Tract 88, Middlesex County, New Jersey","88",285,700,59,12831,8,29,30,43,12716,398600,12831,90,NA,NA
"Census Tract 89, Essex County, New Jersey","89",653,44,63,1833,7,56,0,44,1833,168500,1833,27,NA,NA
"Census Tract 89, Middlesex County, New Jersey","89",377,833,320,4117,26,104,10,79,4117,257700,4117,201,NA,NA
"Census Tract 9, Essex County, New Jersey","9",1298,167,43,3325,10,28,0,0,3325,190200,3325,26,NA,NA
"Census Tract 9, Mercer County, New Jersey","9",1553,225,94,3452,0,0,70,132,3414,157200,3452,39,NA,NA
"Census Tract 9.01, Middlesex County, New Jersey","9.01",86,490,150,2390,38,0,0,0,2390,338600,2390,36,NA,NA
"Census Tract 9.02, Hudson County, New Jersey","9.02",1151,1504,190,6087,10,55,27,54,6087,325300,6087,254,NA,NA
"Census Tract 9.02, Middlesex County, New Jersey","9.02",213,679,287,4557,13,35,46,0,4557,319400,4557,174,NA,NA
